corpus_id,candidate_id,acn,query_id,silver_screening_status,silver_primary_event_type,silver_secondary_event_types,silver_multi_event_flag,reason_for_exclusion,labeler,label_date,verification_status,author_verification_status,author_verification_date,expanded_corpus_role,expanded_label_provenance,expanded_selection_note
ASRS_GOPS_01758,CAND_006762,1283240,Q04;Q09;Q11,include_ground_cabin_event,pushback_towing_chocks,baggage_cargo_weight_balance;maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01759,CAND_008788,927684,Q04;Q09,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01760,CAND_008286,990237,Q09,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01761,CAND_003511,1750962,Q09;Q10,include_ground_cabin_event,gate_or_boarding,cabin_service,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01762,CAND_006715,1289749,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01763,CAND_003201,1780389,Q09,include_ground_cabin_event,ramp_ground_handling,baggage_cargo_weight_balance,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01764,CAND_002950,1816217,Q09,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01765,CAND_006991,1245570,Q09,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01766,CAND_003748,1716048,Q09;Q11,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01767,CAND_006614,1303675,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01768,CAND_005715,1432563,Q09,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01769,CAND_004540,1615699,Q09,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01770,CAND_006401,1326991,Q09;Q11,include_ground_cabin_event,ramp_ground_handling,baggage_cargo_weight_balance;maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01771,CAND_002137,1943540,Q04;Q09,include_ground_cabin_event,other_ground_operation,pushback_towing_chocks;ramp_ground_handling;baggage_cargo_weight_balance,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01772,CAND_000345,2264511,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01773,CAND_006087,1377500,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01774,CAND_007085,1232653,Q09;Q10,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01775,CAND_000965,2160253,Q09;Q11,include_ground_cabin_event,other_ground_operation,pushback_towing_chocks;baggage_cargo_weight_balance;maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01776,CAND_003673,1728586,Q09,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01777,CAND_003402,1760111,Q09;Q10,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01778,CAND_000744,2202062,Q09,include_ground_cabin_event,other_ground_operation,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01779,CAND_002364,1907106,Q09;Q10,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01780,CAND_005338,1500624,Q09,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01781,CAND_004250,1664614,Q09,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01782,CAND_008154,1012923,Q09,include_ground_cabin_event,cabin_service,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01783,CAND_004179,1671682,Q09,include_ground_cabin_event,cabin_service,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01784,CAND_000139,2295448,Q09;Q10,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01785,CAND_002110,1947498,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01786,CAND_002045,1954702,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01787,CAND_000774,2197036,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01788,CAND_007019,1241285,Q09,include_ground_cabin_event,baggage_cargo_weight_balance,maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01789,CAND_002869,1831174,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01790,CAND_004996,1556676,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01791,CAND_006531,1311666,Q09;Q10,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01792,CAND_004838,1581229,Q09,include_ground_cabin_event,baggage_cargo_weight_balance,maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01793,CAND_003450,1755522,Q09,include_ground_cabin_event,baggage_cargo_weight_balance,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01794,CAND_004826,1583481,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01795,CAND_002976,1811463,Q09,include_ground_cabin_event,baggage_cargo_weight_balance,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01796,CAND_002058,1952587,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01797,CAND_004532,1616111,Q09;Q10,include_ground_cabin_event,cabin_service,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01798,CAND_006993,1245138,Q09,include_ground_cabin_event,baggage_cargo_weight_balance,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01799,CAND_008333,985328,Q09,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01800,CAND_004680,1601214,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01801,CAND_003887,1698330,Q09;Q10,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01802,CAND_004386,1645727,Q09,include_ground_cabin_event,jetway_or_gate_infrastructure,cabin_service;maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01803,CAND_002787,1846362,Q09,include_ground_cabin_event,baggage_cargo_weight_balance,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01804,CAND_000590,2223612,Q04;Q09,include_ground_cabin_event,pushback_towing_chocks,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01805,CAND_008050,1032852,Q09,include_ground_cabin_event,dispatch_or_coordination,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01806,CAND_005936,1404901,Q09,include_ground_cabin_event,baggage_cargo_weight_balance,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01807,CAND_001844,1986835,Q09;Q10,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01808,CAND_001113,2131681,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01809,CAND_000720,2205153,Q09;Q11,include_ground_cabin_event,other_ground_operation,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01810,CAND_006921,1258883,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01811,CAND_007053,1236839,Q09,include_ground_cabin_event,cabin_service,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01812,CAND_007039,1238897,Q09,include_ground_cabin_event,baggage_cargo_weight_balance,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01813,CAND_008430,976567,Q09,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01814,CAND_005524,1465939,Q09;Q10,include_ground_cabin_event,cabin_service,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01815,CAND_006929,1257074,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01816,CAND_001847,1986359,Q09,include_ground_cabin_event,baggage_cargo_weight_balance,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01817,CAND_008195,1006482,Q09;Q11,include_ground_cabin_event,baggage_cargo_weight_balance,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01818,CAND_007639,1119131,Q09,include_ground_cabin_event,gate_or_boarding,cabin_service;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01819,CAND_008034,1038081,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01820,CAND_006333,1335042,Q09,include_ground_cabin_event,baggage_cargo_weight_balance,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01821,CAND_006869,1268881,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01822,CAND_006792,1279648,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01823,CAND_001631,2027460,Q09;Q10,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01824,CAND_006741,1285812,Q09,include_ground_cabin_event,gate_or_boarding,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01825,CAND_005660,1444289,Q09;Q10;Q11,include_ground_cabin_event,baggage_cargo_weight_balance,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01826,CAND_000500,2238876,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01827,CAND_008303,988955,Q09,include_ground_cabin_event,gate_or_boarding,cabin_service;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01828,CAND_005744,1427872,Q09,include_ground_cabin_event,other_ground_operation,ramp_ground_handling;baggage_cargo_weight_balance;maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01829,CAND_000123,2297777,Q09,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01830,CAND_003792,1710354,Q09,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01831,CAND_004414,1641033,Q09,include_ground_cabin_event,other_ground_operation,cabin_service;maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01832,CAND_002257,1921943,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01833,CAND_006903,1262364,Q09;Q11,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01834,CAND_006376,1330024,Q09,include_ground_cabin_event,jetway_or_gate_infrastructure,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01835,CAND_007135,1224457,Q09,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01836,CAND_003310,1770962,Q09,include_ground_cabin_event,baggage_cargo_weight_balance,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01837,CAND_004157,1673999,Q09,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01838,CAND_004439,1635713,Q09,include_ground_cabin_event,other_ground_operation,gate_or_boarding;baggage_cargo_weight_balance;cabin_service;maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01839,CAND_008014,1042983,Q09,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01840,CAND_001139,2124432,Q09,include_ground_cabin_event,baggage_cargo_weight_balance,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01841,CAND_002967,1813059,Q09,include_ground_cabin_event,jetway_or_gate_infrastructure,cabin_service;maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01842,CAND_003851,1701993,Q09;Q10,include_ground_cabin_event,baggage_cargo_weight_balance,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01843,CAND_008728,934867,Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01844,CAND_006103,1375288,Q04;Q09;Q11,include_ground_cabin_event,other_ground_operation,pushback_towing_chocks,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
ASRS_GOPS_01845,CAND_006524,1312697,Q09;Q10,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03,seed_5000_author_verified_local_audit,preserved_seed_label,"Preserved from 5,000-row seed corpus."
